pincode,date,state,district,age_0_5,age_5_17,age_18_greater,bio_age_5_17,bio_age_17_,demo_age_5_17,demo_age_17_,year,quarter_4_month
516293,2025-01-06,Andhra Pradesh,Y. S. R,,,,13.0,12.0,,,2025,Q1_Jan_Apr
516293,2025-01-07,Andhra Pradesh,Cuddapah,,,,71.0,48.0,,,2025,Q1_Jan_Apr
516293,2025-01-09,Andhra Pradesh,Cuddapah,4.0,1.0,0.0,0.0,1.0,1.0,4.0,2025,Q1_Jan_Apr
516293,2025-01-12,Andhra Pradesh,Cuddapah,,,,8.0,1.0,,,2025,Q1_Jan_Apr
516293,2025-02-09,Andhra Pradesh,Cuddapah,,,,1.0,1.0,,,2025,Q1_Jan_Apr
516293,2025-02-11,Andhra Pradesh,Cuddapah,,,,,,1.0,0.0,2025,Q1_Jan_Apr
516293,2025-02-12,Andhra Pradesh,Cuddapah,,,,11.0,3.0,0.0,1.0,2025,Q1_Jan_Apr
516293,2025-03-01,Andhra Pradesh,Cuddapah,,,,,,33.0,216.0,2025,Q1_Jan_Apr
516293,2025-03-09,Andhra Pradesh,Cuddapah,,,,2.0,3.0,0.0,1.0,2025,Q1_Jan_Apr
516293,2025-03-11,Andhra Pradesh,Cuddapah,,,,,,1.0,4.0,2025,Q1_Jan_Apr
516293,2025-03-12,Andhra Pradesh,Cuddapah,,,,0.0,4.0,0.0,1.0,2025,Q1_Jan_Apr
516293,2025-04-09,Andhra Pradesh,Cuddapah,2.0,0.0,0.0,,,0.0,5.0,2025,Q1_Jan_Apr
516293,2025-04-12,Andhra Pradesh,Cuddapah,,,,5.0,1.0,1.0,6.0,2025,Q1_Jan_Apr
516309,2025-01-03,Andhra Pradesh,Cuddapah,,,,74.0,56.0,10.0,69.0,2025,Q1_Jan_Apr
516309,2025-01-04,Andhra Pradesh,Cuddapah,,,,280.0,61.0,,,2025,Q1_Jan_Apr
516309,2025-01-05,Andhra Pradesh,Y. S. R,,,,21.0,10.0,,,2025,Q1_Jan_Apr
516309,2025-01-06,Andhra Pradesh,Y. S. R,,,,39.0,17.0,,,2025,Q1_Jan_Apr
516309,2025-01-07,Andhra Pradesh,Cuddapah,,,,104.0,86.0,,,2025,Q1_Jan_Apr
516309,2025-01-09,Andhra Pradesh,Cuddapah,2.0,1.0,0.0,1.0,2.0,,,2025,Q1_Jan_Apr
516309,2025-01-11,Andhra Pradesh,Y. S. R,,,,,,1.0,6.0,2025,Q1_Jan_Apr
516309,2025-01-12,Andhra Pradesh,Cuddapah,,,,18.0,2.0,0.0,9.0,2025,Q1_Jan_Apr
516309,2025-02-09,Andhra Pradesh,Cuddapah,3.0,0.0,0.0,1.0,0.0,,,2025,Q1_Jan_Apr
516309,2025-02-11,Andhra Pradesh,Cuddapah,,,,,,4.0,1.0,2025,Q1_Jan_Apr
516309,2025-02-12,Andhra Pradesh,Y. S. R,,,,1.0,1.0,0.0,4.0,2025,Q1_Jan_Apr
516309,2025-03-09,Andhra Pradesh,Cuddapah,1.0,0.0,0.0,3.0,5.0,,,2025,Q1_Jan_Apr
516309,2025-03-11,Andhra Pradesh,Y. S. R,,,,,,0.0,1.0,2025,Q1_Jan_Apr
516309,2025-03-12,Andhra Pradesh,Y. S. R,,,,1.0,0.0,3.0,6.0,2025,Q1_Jan_Apr
516309,2025-04-09,Andhra Pradesh,Cuddapah,5.0,0.0,0.0,7.0,4.0,,,2025,Q1_Jan_Apr
516309,2025-04-12,Andhra Pradesh,Cuddapah,,,,16.0,5.0,2.0,8.0,2025,Q1_Jan_Apr
516310,2025-01-03,Andhra Pradesh,Cuddapah,,,,28.0,19.0,,,2025,Q1_Jan_Apr
516310,2025-01-04,Andhra Pradesh,Cuddapah,,,,98.0,32.0,,,2025,Q1_Jan_Apr
516310,2025-01-05,Andhra Pradesh,Cuddapah,,,,93.0,20.0,,,2025,Q1_Jan_Apr
516310,2025-01-06,Andhra Pradesh,Cuddapah,,,,119.0,36.0,,,2025,Q1_Jan_Apr
516310,2025-01-07,Andhra Pradesh,Cuddapah,,,,28.0,21.0,,,2025,Q1_Jan_Apr
516310,2025-01-09,Andhra Pradesh,Cuddapah,,,,1.0,2.0,,,2025,Q1_Jan_Apr
516310,2025-01-12,Andhra Pradesh,Cuddapah,,,,,,0.0,6.0,2025,Q1_Jan_Apr
516310,2025-02-09,Andhra Pradesh,Y. S. R,,,,1.0,0.0,0.0,2.0,2025,Q1_Jan_Apr
516310,2025-02-11,Andhra Pradesh,Cuddapah,,,,,,1.0,3.0,2025,Q1_Jan_Apr
516310,2025-02-12,Andhra Pradesh,Y. S. R,,,,,,1.0,0.0,2025,Q1_Jan_Apr
516310,2025-03-09,Andhra Pradesh,Cuddapah,,,,1.0,1.0,,,2025,Q1_Jan_Apr
516310,2025-03-11,Andhra Pradesh,Cuddapah,,,,,,0.0,3.0,2025,Q1_Jan_Apr
516310,2025-03-12,Andhra Pradesh,Cuddapah,,,,5.0,0.0,0.0,6.0,2025,Q1_Jan_Apr
516310,2025-04-09,Andhra Pradesh,Cuddapah,3.0,0.0,0.0,2.0,3.0,,,2025,Q1_Jan_Apr
516310,2025-04-12,Andhra Pradesh,Y. S. R,,,,1.0,0.0,0.0,2.0,2025,Q1_Jan_Apr
516311,2025-02-09,Andhra Pradesh,Cuddapah,,,,0.0,1.0,,,2025,Q1_Jan_Apr
516311,2025-04-12,Andhra Pradesh,Cuddapah,,,,0.0,1.0,,,2025,Q1_Jan_Apr
516312,2025-01-09,Andhra Pradesh,Cuddapah,,,,,,1.0,0.0,2025,Q1_Jan_Apr
516312,2025-01-12,Andhra Pradesh,Cuddapah,,,,1.0,0.0,,,2025,Q1_Jan_Apr
516312,2025-02-09,Andhra Pradesh,Y. S. R,,,,,,0.0,1.0,2025,Q1_Jan_Apr
516312,2025-02-12,Andhra Pradesh,Cuddapah,,,,1.0,0.0,0.0,1.0,2025,Q1_Jan_Apr
516312,2025-04-12,Andhra Pradesh,Cuddapah,,,,0.0,2.0,,,2025,Q1_Jan_Apr
516321,2025-01-03,Andhra Pradesh,Cuddapah,,,,62.0,22.0,11.0,25.0,2025,Q1_Jan_Apr
516321,2025-01-04,Andhra Pradesh,Cuddapah,,,,93.0,27.0,,,2025,Q1_Jan_Apr
516321,2025-01-05,Andhra Pradesh,Cuddapah,,,,95.0,40.0,,,2025,Q1_Jan_Apr
516321,2025-01-06,Andhra Pradesh,Cuddapah,,,,117.0,31.0,,,2025,Q1_Jan_Apr
516321,2025-01-07,Andhra Pradesh,Cuddapah,,,,20.0,33.0,,,2025,Q1_Jan_Apr
516321,2025-01-09,Andhra Pradesh,Cuddapah,1.0,0.0,0.0,0.0,2.0,1.0,4.0,2025,Q1_Jan_Apr
516321,2025-01-12,Andhra Pradesh,Y. S. R,,,,1.0,0.0,2.0,9.0,2025,Q1_Jan_Apr
516321,2025-02-09,Andhra Pradesh,Cuddapah,,,,,,0.0,7.0,2025,Q1_Jan_Apr
516321,2025-02-11,Andhra Pradesh,Cuddapah,,,,,,4.0,3.0,2025,Q1_Jan_Apr
516321,2025-02-12,Andhra Pradesh,Cuddapah,,,,7.0,2.0,0.0,2.0,2025,Q1_Jan_Apr
516321,2025-03-01,Andhra Pradesh,Cuddapah,,,,,,12.0,111.0,2025,Q1_Jan_Apr
516321,2025-03-09,Andhra Pradesh,Cuddapah,,,,1.0,1.0,,,2025,Q1_Jan_Apr
516321,2025-03-11,Andhra Pradesh,Cuddapah,,,,,,4.0,4.0,2025,Q1_Jan_Apr
516321,2025-03-12,Andhra Pradesh,Cuddapah,,,,2.0,3.0,0.0,3.0,2025,Q1_Jan_Apr
516321,2025-04-09,Andhra Pradesh,Cuddapah,,,,4.0,0.0,1.0,3.0,2025,Q1_Jan_Apr
516321,2025-04-11,Andhra Pradesh,Y. S. R,,,,,,0.0,1.0,2025,Q1_Jan_Apr
516321,2025-04-12,Andhra Pradesh,Cuddapah,,,,1.0,2.0,0.0,1.0,2025,Q1_Jan_Apr
516329,2025-01-03,Andhra Pradesh,Cuddapah,,,,160.0,65.0,,,2025,Q1_Jan_Apr
516329,2025-01-04,Andhra Pradesh,Y. S. R,,,,14.0,10.0,,,2025,Q1_Jan_Apr
516329,2025-01-05,Andhra Pradesh,Y. S. R,,,,29.0,12.0,23.0,122.0,2025,Q1_Jan_Apr
516329,2025-01-06,Andhra Pradesh,Y. S. R,,,,37.0,21.0,,,2025,Q1_Jan_Apr
516329,2025-01-07,Andhra Pradesh,Cuddapah,,,,100.0,102.0,,,2025,Q1_Jan_Apr
516329,2025-01-09,Andhra Pradesh,Cuddapah,1.0,0.0,0.0,3.0,3.0,,,2025,Q1_Jan_Apr
516329,2025-01-11,Andhra Pradesh,Y. S. R,,,,,,0.0,2.0,2025,Q1_Jan_Apr
516329,2025-01-12,Andhra Pradesh,Cuddapah,,,,15.0,6.0,,,2025,Q1_Jan_Apr
516329,2025-02-09,Andhra Pradesh,Y. S. R,1.0,0.0,0.0,2.0,5.0,0.0,2.0,2025,Q1_Jan_Apr
516329,2025-02-11,Andhra Pradesh,Cuddapah,,,,,,0.0,3.0,2025,Q1_Jan_Apr
516329,2025-02-12,Andhra Pradesh,Cuddapah,,,,30.0,11.0,2.0,13.0,2025,Q1_Jan_Apr
516329,2025-03-01,Andhra Pradesh,Cuddapah,,,,,,25.0,170.0,2025,Q1_Jan_Apr
516329,2025-03-09,Andhra Pradesh,Cuddapah,,,,1.0,1.0,0.0,4.0,2025,Q1_Jan_Apr
516329,2025-03-11,Andhra Pradesh,Cuddapah,,,,,,1.0,9.0,2025,Q1_Jan_Apr
516329,2025-03-12,Andhra Pradesh,Y. S. R,,,,3.0,2.0,,,2025,Q1_Jan_Apr
516329,2025-04-09,Andhra Pradesh,Cuddapah,2.0,0.0,0.0,0.0,1.0,2.0,6.0,2025,Q1_Jan_Apr
516329,2025-04-12,Andhra Pradesh,Y. S. R,,,,3.0,1.0,0.0,3.0,2025,Q1_Jan_Apr
516339,2025-01-03,Andhra Pradesh,Cuddapah,,,,47.0,20.0,13.0,113.0,2025,Q1_Jan_Apr
516339,2025-01-04,Andhra Pradesh,Cuddapah,,,,82.0,15.0,,,2025,Q1_Jan_Apr
516339,2025-01-05,Andhra Pradesh,Cuddapah,,,,71.0,19.0,,,2025,Q1_Jan_Apr
516339,2025-01-06,Andhra Pradesh,Cuddapah,,,,95.0,40.0,,,2025,Q1_Jan_Apr
516339,2025-01-07,Andhra Pradesh,Cuddapah,,,,17.0,22.0,,,2025,Q1_Jan_Apr
516339,2025-01-09,Andhra Pradesh,Cuddapah,,,,1.0,2.0,,,2025,Q1_Jan_Apr
516339,2025-01-12,Andhra Pradesh,Cuddapah,,,,11.0,3.0,0.0,2.0,2025,Q1_Jan_Apr
516339,2025-02-09,Andhra Pradesh,Cuddapah,1.0,0.0,0.0,0.0,1.0,,,2025,Q1_Jan_Apr
516339,2025-02-12,Andhra Pradesh,Y. S. R,,,,1.0,0.0,1.0,1.0,2025,Q1_Jan_Apr
516339,2025-03-09,Andhra Pradesh,Cuddapah,3.0,0.0,0.0,1.0,1.0,,,2025,Q1_Jan_Apr
516339,2025-03-11,Andhra Pradesh,Cuddapah,,,,,,0.0,2.0,2025,Q1_Jan_Apr
516339,2025-03-12,Andhra Pradesh,Y. S. R,,,,1.0,0.0,0.0,3.0,2025,Q1_Jan_Apr
516339,2025-04-09,Andhra Pradesh,Cuddapah,,,,1.0,3.0,,,2025,Q1_Jan_Apr
516339,2025-04-12,Andhra Pradesh,Cuddapah,,,,2.0,3.0,3.0,4.0,2025,Q1_Jan_Apr
516349,2025-01-03,Andhra Pradesh,Cuddapah,,,,87.0,31.0,19.0,130.0,2025,Q1_Jan_Apr
516349,2025-01-04,Andhra Pradesh,Cuddapah,,,,134.0,26.0,,,2025,Q1_Jan_Apr
516349,2025-01-05,Andhra Pradesh,Cuddapah,,,,144.0,49.0,,,2025,Q1_Jan_Apr
516349,2025-01-06,Andhra Pradesh,Cuddapah,,,,119.0,45.0,,,2025,Q1_Jan_Apr
516349,2025-01-07,Andhra Pradesh,Cuddapah,,,,39.0,46.0,,,2025,Q1_Jan_Apr
516349,2025-01-09,Andhra Pradesh,Cuddapah,,,,3.0,2.0,,,2025,Q1_Jan_Apr
516349,2025-01-12,Andhra Pradesh,Cuddapah,,,,6.0,3.0,0.0,3.0,2025,Q1_Jan_Apr
516349,2025-02-09,Andhra Pradesh,Cuddapah,2.0,0.0,0.0,2.0,1.0,0.0,4.0,2025,Q1_Jan_Apr
516349,2025-02-11,Andhra Pradesh,Cuddapah,,,,,,3.0,3.0,2025,Q1_Jan_Apr
516349,2025-02-12,Andhra Pradesh,Cuddapah,,,,3.0,3.0,0.0,2.0,2025,Q1_Jan_Apr
516349,2025-03-09,Andhra Pradesh,Cuddapah,2.0,0.0,0.0,1.0,1.0,0.0,1.0,2025,Q1_Jan_Apr
516349,2025-03-12,Andhra Pradesh,Cuddapah,,,,1.0,3.0,1.0,2.0,2025,Q1_Jan_Apr
516349,2025-04-09,Andhra Pradesh,Cuddapah,,,,2.0,2.0,,,2025,Q1_Jan_Apr
516349,2025-04-12,Andhra Pradesh,Cuddapah,,,,1.0,6.0,1.0,0.0,2025,Q1_Jan_Apr
516350,2025-01-03,Andhra Pradesh,Cuddapah,,,,50.0,29.0,,,2025,Q1_Jan_Apr
516350,2025-01-04,Andhra Pradesh,Cuddapah,,,,88.0,28.0,,,2025,Q1_Jan_Apr
516350,2025-01-05,Andhra Pradesh,Cuddapah,,,,86.0,33.0,,,2025,Q1_Jan_Apr
516350,2025-01-06,Andhra Pradesh,Cuddapah,,,,151.0,42.0,,,2025,Q1_Jan_Apr
516350,2025-01-07,Andhra Pradesh,Cuddapah,,,,32.0,28.0,,,2025,Q1_Jan_Apr
516350,2025-01-12,Andhra Pradesh,Y. S. R,,,,0.0,1.0,0.0,5.0,2025,Q1_Jan_Apr
516350,2025-02-09,Andhra Pradesh,Cuddapah,2.0,0.0,0.0,3.0,3.0,,,2025,Q1_Jan_Apr
516350,2025-02-12,Andhra Pradesh,Y. S. R,,,,0.0,1.0,0.0,2.0,2025,Q1_Jan_Apr
516350,2025-03-09,Andhra Pradesh,Cuddapah,,,,,,0.0,1.0,2025,Q1_Jan_Apr
516350,2025-03-11,Andhra Pradesh,Cuddapah,,,,,,2.0,2.0,2025,Q1_Jan_Apr
516350,2025-03-12,Andhra Pradesh,Y. S. R,,,,1.0,0.0,3.0,4.0,2025,Q1_Jan_Apr
516350,2025-04-09,Andhra Pradesh,Cuddapah,,,,4.0,1.0,1.0,0.0,2025,Q1_Jan_Apr
516350,2025-04-12,Andhra Pradesh,Cuddapah,,,,1.0,3.0,1.0,8.0,2025,Q1_Jan_Apr
516355,2025-01-03,Andhra Pradesh,Cuddapah,,,,110.0,45.0,13.0,143.0,2025,Q1_Jan_Apr
516355,2025-01-04,Andhra Pradesh,Cuddapah,,,,112.0,39.0,,,2025,Q1_Jan_Apr
516355,2025-01-05,Andhra Pradesh,Cuddapah,,,,159.0,40.0,,,2025,Q1_Jan_Apr
516355,2025-01-06,Andhra Pradesh,Cuddapah,,,,122.0,36.0,,,2025,Q1_Jan_Apr
516355,2025-01-07,Andhra Pradesh,Cuddapah,,,,45.0,50.0,,,2025,Q1_Jan_Apr
516355,2025-01-09,Andhra Pradesh,Y. S. R,1.0,0.0,0.0,1.0,1.0,,,2025,Q1_Jan_Apr
516355,2025-01-12,Andhra Pradesh,Cuddapah,,,,10.0,1.0,,,2025,Q1_Jan_Apr
516355,2025-02-09,Andhra Pradesh,Cuddapah,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2025,Q1_Jan_Apr
516355,2025-02-11,Andhra Pradesh,Y. S. R,,,,,,0.0,4.0,2025,Q1_Jan_Apr
516355,2025-02-12,Andhra Pradesh,Cuddapah,,,,7.0,8.0,1.0,8.0,2025,Q1_Jan_Apr
516355,2025-03-09,Andhra Pradesh,Cuddapah,1.0,0.0,0.0,2.0,2.0,,,2025,Q1_Jan_Apr
516355,2025-03-11,Andhra Pradesh,Y. S. R,,,,,,0.0,0.0,2025,Q1_Jan_Apr
516355,2025-03-12,Andhra Pradesh,Cuddapah,,,,5.0,3.0,,,2025,Q1_Jan_Apr
516355,2025-04-09,Andhra Pradesh,Cuddapah,,,,3.0,1.0,0.0,7.0,2025,Q1_Jan_Apr
516355,2025-04-12,Andhra Pradesh,Cuddapah,,,,10.0,0.0,0.0,4.0,2025,Q1_Jan_Apr
516356,2025-01-03,Andhra Pradesh,Cuddapah,,,,24.0,8.0,,,2025,Q1_Jan_Apr
516356,2025-01-06,Andhra Pradesh,Cuddapah,,,,28.0,13.0,,,2025,Q1_Jan_Apr
516356,2025-01-09,Andhra Pradesh,Cuddapah,,,,0.0,1.0,1.0,1.0,2025,Q1_Jan_Apr
516356,2025-01-12,Andhra Pradesh,Cuddapah,,,,4.0,1.0,,,2025,Q1_Jan_Apr
516356,2025-02-09,Andhra Pradesh,Cuddapah,,,,1.0,0.0,,,2025,Q1_Jan_Apr
516356,2025-02-12,Andhra Pradesh,Y. S. R,,,,,,1.0,0.0,2025,Q1_Jan_Apr
516356,2025-03-12,Andhra Pradesh,Cuddapah,,,,3.0,0.0,0.0,1.0,2025,Q1_Jan_Apr
516356,2025-04-12,Andhra Pradesh,Cuddapah,,,,3.0,0.0,0.0,3.0,2025,Q1_Jan_Apr
516359,2025-01-03,Andhra Pradesh,Cuddapah,,,,139.0,67.0,27.0,267.0,2025,Q1_Jan_Apr
516359,2025-01-04,Andhra Pradesh,Cuddapah,,,,211.0,46.0,,,2025,Q1_Jan_Apr
516359,2025-01-05,Andhra Pradesh,Cuddapah,,,,186.0,59.0,,,2025,Q1_Jan_Apr
516359,2025-01-06,Andhra Pradesh,Cuddapah,,,,170.0,75.0,,,2025,Q1_Jan_Apr
516359,2025-01-07,Andhra Pradesh,Cuddapah,,,,93.0,78.0,,,2025,Q1_Jan_Apr
516359,2025-01-09,Andhra Pradesh,Cuddapah,,,,0.0,2.0,0.0,3.0,2025,Q1_Jan_Apr
516359,2025-01-11,Andhra Pradesh,Y. S. R,,,,,,0.0,2.0,2025,Q1_Jan_Apr
516359,2025-01-12,Andhra Pradesh,Y. S. R,,,,1.0,0.0,5.0,15.0,2025,Q1_Jan_Apr
516359,2025-02-09,Andhra Pradesh,Cuddapah,1.0,0.0,0.0,1.0,6.0,,,2025,Q1_Jan_Apr
516359,2025-02-12,Andhra Pradesh,Cuddapah,,,,14.0,12.0,0.0,10.0,2025,Q1_Jan_Apr
516359,2025-03-09,Andhra Pradesh,Cuddapah,1.0,0.0,0.0,1.0,0.0,,,2025,Q1_Jan_Apr
516359,2025-03-12,Andhra Pradesh,Cuddapah,,,,7.0,8.0,,,2025,Q1_Jan_Apr
516359,2025-04-09,Andhra Pradesh,Cuddapah,1.0,1.0,0.0,5.0,3.0,0.0,2.0,2025,Q1_Jan_Apr
516359,2025-04-12,Andhra Pradesh,Cuddapah,,,,5.0,2.0,0.0,3.0,2025,Q1_Jan_Apr
516360,2025-01-03,Andhra Pradesh,Cuddapah,,,,607.0,290.0,89.0,894.0,2025,Q1_Jan_Apr
516360,2025-01-04,Andhra Pradesh,Cuddapah,,,,1340.0,309.0,85.0,582.0,2025,Q1_Jan_Apr
516360,2025-01-05,Andhra Pradesh,Y. S. R,,,,132.0,57.0,,,2025,Q1_Jan_Apr
516360,2025-01-06,Andhra Pradesh,Cuddapah,,,,1354.0,428.0,207.0,915.0,2025,Q1_Jan_Apr
516360,2025-01-07,Andhra Pradesh,Y. S. R,,,,52.0,73.0,146.0,895.0,2025,Q1_Jan_Apr
516360,2025-01-09,Andhra Pradesh,Cuddapah,5.0,0.0,0.0,21.0,22.0,,,2025,Q1_Jan_Apr
516360,2025-01-12,Andhra Pradesh,Cuddapah,,,,71.0,22.0,8.0,26.0,2025,Q1_Jan_Apr
516360,2025-02-09,Andhra Pradesh,Cuddapah,7.0,0.0,0.0,1.0,5.0,0.0,13.0,2025,Q1_Jan_Apr
516360,2025-02-11,Andhra Pradesh,Y. S. R,,,,,,2.0,14.0,2025,Q1_Jan_Apr
516360,2025-02-12,Andhra Pradesh,Y. S. R,,,,7.0,7.0,1.0,16.0,2025,Q1_Jan_Apr
516360,2025-03-09,Andhra Pradesh,Cuddapah,5.0,0.0,0.0,3.0,1.0,,,2025,Q1_Jan_Apr
516360,2025-03-12,Andhra Pradesh,Cuddapah,,,,28.0,27.0,,,2025,Q1_Jan_Apr
516360,2025-04-09,Andhra Pradesh,Y. S. R,3.0,0.0,0.0,1.0,2.0,2.0,15.0,2025,Q1_Jan_Apr
516360,2025-04-11,Andhra Pradesh,Y. S. R,,,,,,1.0,11.0,2025,Q1_Jan_Apr
516360,2025-04-12,Andhra Pradesh,Y. S. R,,,,3.0,9.0,3.0,21.0,2025,Q1_Jan_Apr
516361,2025-04-09,Andhra Pradesh,Cuddapah,1.0,0.0,0.0,,,,,2025,Q1_Jan_Apr
516362,2025-01-03,Andhra Pradesh,Cuddapah,,,,164.0,39.0,15.0,84.0,2025,Q1_Jan_Apr
516362,2025-01-04,Andhra Pradesh,Y. S. R,,,,25.0,14.0,,,2025,Q1_Jan_Apr
516362,2025-01-05,Andhra Pradesh,Cuddapah,,,,304.0,84.0,,,2025,Q1_Jan_Apr
516362,2025-01-06,Andhra Pradesh,Cuddapah,,,,344.0,114.0,,,2025,Q1_Jan_Apr
516362,2025-01-07,Andhra Pradesh,Y. S. R,,,,15.0,16.0,,,2025,Q1_Jan_Apr
516362,2025-01-09,Andhra Pradesh,Cuddapah,1.0,0.0,0.0,0.0,1.0,,,2025,Q1_Jan_Apr
516362,2025-01-11,Andhra Pradesh,Cuddapah,,,,,,3.0,5.0,2025,Q1_Jan_Apr
516362,2025-01-12,Andhra Pradesh,Cuddapah,,,,23.0,4.0,,,2025,Q1_Jan_Apr
516362,2025-02-09,Andhra Pradesh,Cuddapah,4.0,0.0,0.0,5.0,3.0,,,2025,Q1_Jan_Apr
516362,2025-02-11,Andhra Pradesh,Cuddapah,,,,,,3.0,2.0,2025,Q1_Jan_Apr
516362,2025-02-12,Andhra Pradesh,Cuddapah,,,,20.0,6.0,0.0,6.0,2025,Q1_Jan_Apr
516362,2025-03-01,Andhra Pradesh,Cuddapah,,,,,,15.0,200.0,2025,Q1_Jan_Apr
516362,2025-03-09,Andhra Pradesh,Cuddapah,1.0,0.0,0.0,3.0,3.0,0.0,7.0,2025,Q1_Jan_Apr
516362,2025-03-11,Andhra Pradesh,Cuddapah,,,,,,5.0,7.0,2025,Q1_Jan_Apr
516362,2025-03-12,Andhra Pradesh,Y. S. R,,,,0.0,1.0,0.0,2.0,2025,Q1_Jan_Apr
516362,2025-04-09,Andhra Pradesh,Cuddapah,2.0,0.0,0.0,3.0,4.0,,,2025,Q1_Jan_Apr
516362,2025-04-12,Andhra Pradesh,Y. S. R,,,,1.0,0.0,0.0,9.0,2025,Q1_Jan_Apr
516380,2025-01-03,Andhra Pradesh,Cuddapah,,,,148.0,64.0,10.0,42.0,2025,Q1_Jan_Apr
516380,2025-01-04,Andhra Pradesh,Cuddapah,,,,185.0,36.0,,,2025,Q1_Jan_Apr
516380,2025-01-05,Andhra Pradesh,Cuddapah,,,,172.0,49.0,,,2025,Q1_Jan_Apr
516380,2025-01-06,Andhra Pradesh,Cuddapah,,,,174.0,73.0,,,2025,Q1_Jan_Apr
516380,2025-01-07,Andhra Pradesh,Cuddapah,,,,26.0,38.0,,,2025,Q1_Jan_Apr
516380,2025-01-11,Andhra Pradesh,Cuddapah,,,,,,2.0,1.0,2025,Q1_Jan_Apr
516380,2025-01-12,Andhra Pradesh,Y. S. R,,,,1.0,0.0,,,2025,Q1_Jan_Apr
516380,2025-02-09,Andhra Pradesh,Y. S. R,,,,1.0,0.0,0.0,7.0,2025,Q1_Jan_Apr
516380,2025-02-11,Andhra Pradesh,Y. S. R,,,,,,1.0,2.0,2025,Q1_Jan_Apr
516380,2025-02-12,Andhra Pradesh,Cuddapah,,,,15.0,4.0,1.0,1.0,2025,Q1_Jan_Apr
516380,2025-03-01,Andhra Pradesh,Cuddapah,,,,,,14.0,201.0,2025,Q1_Jan_Apr
516380,2025-03-09,Andhra Pradesh,Cuddapah,,,,4.0,2.0,,,2025,Q1_Jan_Apr
516380,2025-03-11,Andhra Pradesh,Y. S. R,,,,,,0.0,1.0,2025,Q1_Jan_Apr
516380,2025-03-12,Andhra Pradesh,Cuddapah,,,,6.0,5.0,1.0,6.0,2025,Q1_Jan_Apr
516380,2025-04-09,Andhra Pradesh,Cuddapah,2.0,0.0,0.0,1.0,0.0,0.0,2.0,2025,Q1_Jan_Apr
516380,2025-04-12,Andhra Pradesh,Cuddapah,,,,1.0,8.0,0.0,6.0,2025,Q1_Jan_Apr
516390,2025-01-03,Andhra Pradesh,Y. S. R,,,,17.0,19.0,53.0,451.0,2025,Q1_Jan_Apr
516390,2025-01-04,Andhra Pradesh,Cuddapah,,,,632.0,161.0,,,2025,Q1_Jan_Apr
516390,2025-01-05,Andhra Pradesh,Cuddapah,,,,521.0,168.0,,,2025,Q1_Jan_Apr
516390,2025-01-06,Andhra Pradesh,Cuddapah,,,,514.0,217.0,,,2025,Q1_Jan_Apr
516390,2025-01-07,Andhra Pradesh,Cuddapah,,,,173.0,197.0,,,2025,Q1_Jan_Apr
516390,2025-01-09,Andhra Pradesh,Y. S. R,,,,1.0,0.0,,,2025,Q1_Jan_Apr
516390,2025-01-12,Andhra Pradesh,Y. S. R,,,,1.0,1.0,4.0,15.0,2025,Q1_Jan_Apr
516390,2025-02-09,Andhra Pradesh,Cuddapah,2.0,0.0,0.0,7.0,13.0,,,2025,Q1_Jan_Apr
516390,2025-02-12,Andhra Pradesh,Y. S. R,,,,2.0,0.0,0.0,8.0,2025,Q1_Jan_Apr
516390,2025-03-01,Andhra Pradesh,Y. S. R,,,,,,23.0,214.0,2025,Q1_Jan_Apr
516390,2025-03-09,Andhra Pradesh,Y. S. R,1.0,0.0,0.0,6.0,5.0,,,2025,Q1_Jan_Apr
516390,2025-03-11,Andhra Pradesh,Y. S. R,,,,,,4.0,4.0,2025,Q1_Jan_Apr
516390,2025-03-12,Andhra Pradesh,Cuddapah,,,,7.0,10.0,,,2025,Q1_Jan_Apr
516390,2025-04-09,Andhra Pradesh,Y. S. R,1.0,0.0,0.0,0.0,1.0,0.0,11.0,2025,Q1_Jan_Apr
516390,2025-04-12,Andhra Pradesh,Cuddapah,,,,11.0,9.0,3.0,22.0,2025,Q1_Jan_Apr
516396,2025-01-03,Andhra Pradesh,Cuddapah,,,,63.0,26.0,,,2025,Q1_Jan_Apr
516396,2025-01-04,Andhra Pradesh,Cuddapah,,,,140.0,53.0,,,2025,Q1_Jan_Apr
516396,2025-01-05,Andhra Pradesh,Cuddapah,,,,121.0,28.0,,,2025,Q1_Jan_Apr
516396,2025-01-06,Andhra Pradesh,Cuddapah,,,,92.0,24.0,,,2025,Q1_Jan_Apr
516396,2025-01-07,Andhra Pradesh,Cuddapah,,,,41.0,47.0,,,2025,Q1_Jan_Apr
516396,2025-01-09,Andhra Pradesh,Y. S. R,,,,0.0,1.0,,,2025,Q1_Jan_Apr
516396,2025-01-12,Andhra Pradesh,Y. S. R,,,,,,0.0,1.0,2025,Q1_Jan_Apr
516396,2025-02-09,Andhra Pradesh,Cuddapah,1.0,0.0,0.0,1.0,2.0,,,2025,Q1_Jan_Apr
516396,2025-02-11,Andhra Pradesh,Cuddapah,,,,,,1.0,0.0,2025,Q1_Jan_Apr
516396,2025-02-12,Andhra Pradesh,Cuddapah,,,,2.0,9.0,1.0,5.0,2025,Q1_Jan_Apr
516396,2025-03-09,Andhra Pradesh,Cuddapah,,,,1.0,10.0,0.0,4.0,2025,Q1_Jan_Apr
