State,District,Year,Enrolment,Updates,Rejections,Avg_Age_Enrolled,Gender_Ratio_Female
Tripura,West Tripura,2020,10266737,646632,19700,30.4,916.0
Tripura,West Tripura,2021,10440374,1357923,28245,35.6,974.0
Tripura,West Tripura,2022,10604040,917044,51094,46.7,983.0
Tripura,West Tripura,2023,10960250,1032220,15476,26.2,981.0
Tripura,West Tripura,2024,10864091,555615,20512,32.7,1009.0
Tripura,Dhalai,2018,11288367,1811797,77193,49.2,926.0
Tripura,Dhalai,2019,11597937,2350703,84165,27.1,992.0
Tripura,Dhalai,2020,12010500,1344708,63941,33.5,983.0
Tripura,Dhalai,2021,12031877,652486,16695,44.9,929.0
Tripura,Dhalai,2022,12273323,2569231,29576,31.4,915.0
Tripura,Dhalai,2023,12435682,2289554,137082,22.4,1000.0
Tripura,Dhalai,2024,12444415,3062633,84102,24.7,1015.0
Uttar Pradesh,Lucknow,2018,7271292,1570208,67972,27.7,903.0
Uttar Pradesh,Lucknow,2019,7518698,527996,8187,32.4,1029.0
Uttar Pradesh,Lucknow,2020,7678702,1566983,79705,41.3,974.0
Uttar Pradesh,Lucknow,2021,7797615,1873453,28356,25.3,1011.0
Uttar Pradesh,Lucknow,2022,8038101,1853518,89785,49.3,915.0
Uttar Pradesh,Lucknow,2023,8050849,1198460,68094,20.0,983.0
Uttar Pradesh,Lucknow,2024,8256985,1289316,70473,31.9,988.0
Uttar Pradesh,Kanpur,2018,6747488,778927,13374,49.9,1041.0
Uttar Pradesh,Kanpur,2019,6952737,1286804,36651,28.2,956.0
Uttar Pradesh,Kanpur,2020,7118457,1651444,72795,49.7,953.0
Uttar Pradesh,Kanpur,2021,7075806,891053,50718,39.8,947.0
Uttar Pradesh,Kanpur,2022,7325730,1672491,28782,30.4,993.0
Uttar Pradesh,Kanpur,2023,7299711,1526224,60514,30.1,996.0
Uttar Pradesh,Kanpur,2024,7265719,1652531,96620,36.7,1035.0
Uttar Pradesh,Varanasi,2018,7784501,1418908,42624,26.2,936.0
Uttar Pradesh,Varanasi,2019,7743376,1398935,63843,20.4,998.0
Uttar Pradesh,Varanasi,2020,7984182,942228,52786,29.8,963.0
Uttar Pradesh,Varanasi,2021,7947816,562110,12075,29.4,930.0
Uttar Pradesh,Varanasi,2022,7967339,946292,10398,33.6,979.0
Uttar Pradesh,Varanasi,2023,8084956,1419675,62074,20.8,971.0
Uttar Pradesh,Varanasi,2024,8125030,1975941,94673,33.2,930.0
Uttar Pradesh,Agra,2018,6023300,712174,33450,48.9,1044.0
Uttar Pradesh,Agra,2019,6139564,661005,14154,21.1,1031.0
Uttar Pradesh,Agra,2020,6263257,1438304,29546,41.9,974.0
Uttar Pradesh,Agra,2021,6246954,1069462,55864,30.3,1043.0
Uttar Pradesh,Agra,2022,6195688,1435979,55404,23.9,968.0
Uttar Pradesh,Agra,2023,6194462,1502494,53533,48.7,1048.0
Uttar Pradesh,Agra,2024,6377380,480415,18196,48.8,937.0
Uttar Pradesh,Gautam Buddha Nagar,2018,8228989,1534570,61470,25.9,952.0
Uttar Pradesh,Gautam Buddha Nagar,2019,8437164,1285480,61472,48.3,1023.0
Uttar Pradesh,Gautam Buddha Nagar,2020,8390736,2040663,43666,39.2,965.0
Uttar Pradesh,Gautam Buddha Nagar,2021,8351092,969194,33230,19.3,921.0
Uttar Pradesh,Gautam Buddha Nagar,2022,8464631,987041,19119,24.8,995.0
Uttar Pradesh,Gautam Buddha Nagar,2023,8587210,832103,12948,33.9,923.0
Uttar Pradesh,Gautam Buddha Nagar,2024,8563549,1738083,82375,45.6,1044.0
Uttaranchal,Dehra Dun,2018,3314493,621872,25074,19.0,1037.0
Uttaranchal,Dehra Dun,2019,3421243,737349,35101,47.4,938.0
Uttaranchal,Dehra Dun,2020,3479249,756582,36302,22.7,998.0
Uttaranchal,Dehra Dun,2021,3523438,580778,27092,42.6,1040.0
Uttaranchal,Dehra Dun,2022,3606677,703084,17406,31.5,907.0
Uttaranchal,Dehra Dun,2023,3609617,288744,16965,35.4,1045.0
Uttaranchal,Dehra Dun,2024,3612560,242180,12298,40.1,989.0
Uttaranchal,Haridwar,2018,3166907,435865,26072,24.4,941.0
Uttaranchal,Haridwar,2019,3253685,573080,12931,37.6,918.0
Uttaranchal,Haridwar,2020,3245164,567927,23252,31.6,971.0
Uttaranchal,Haridwar,2021,3365756,399906,15172,49.7,962.0
Uttaranchal,Haridwar,2022,3371281,183672,4913,36.2,922.0
Uttaranchal,Haridwar,2023,3427342,855463,16524,31.1,966.0
Uttaranchal,Haridwar,2024,3454252,456546,6916,49.0,975.0
Uttaranchal,Naini Tal,2018,3370554,804027,40885,35.9,912.0
Uttaranchal,Naini Tal,2019,3352198,761097,12174,28.9,1026.0
Uttaranchal,Naini Tal,2020,3399083,414776,20147,38.2,948.0
Uttaranchal,Naini Tal,2021,3505021,627532,7037,28.1,1012.0
Uttaranchal,Naini Tal,2022,3519076,478637,26851,34.5,1004.0
Uttaranchal,Naini Tal,2023,3583931,415114,10906,47.0,910.0
Uttaranchal,Naini Tal,2024,3591700,247502,11898,33.5,909.0
West Bengal,Kolkata,2018,2817630,464350,9491,27.0,924.0
West Bengal,Kolkata,2019,2881237,218408,2932,19.0,1038.0
West Bengal,Kolkata,2020,2862287,694478,13098,40.2,908.0
West Bengal,Kolkata,2021,2918259,366870,18269,49.0,998.0
West Bengal,Kolkata,2022,2900026,478039,13072,43.9,908.0
West Bengal,Kolkata,2023,2960645,167996,2496,37.6,925.0
West Bengal,Kolkata,2024,2941659,257894,3087,34.0,939.0
West Bengal,Haora,2018,2855960,603577,15067,39.4,1030.0
West Bengal,Haora,2019,2833818,471523,20318,18.8,919.0
West Bengal,Haora,2020,2840670,359383,14307,19.7,920.0
West Bengal,Haora,2021,2856825,211175,4473,35.7,980.0
West Bengal,Haora,2022,2955427,616287,34722,46.8,945.0
West Bengal,Haora,2023,3004726,476909,28458,31.2,909.0
West Bengal,Haora,2024,2975966,527922,11645,47.0,1023.0
West Bengal,Darjiling,2018,2424540,521540,25711,25.8,922.0
West Bengal,Darjiling,2019,2509629,563062,15692,24.3,936.0
West Bengal,Darjiling,2020,2590378,497958,28203,29.8,1026.0
West Bengal,Darjiling,2021,2641308,169099,3832,19.8,912.0
West Bengal,Darjiling,2022,2673486,430642,20210,19.1,1031.0
West Bengal,Darjiling,2023,2716778,162443,3447,25.2,996.0
West Bengal,Darjiling,2024,2770139,681156,36539,48.7,948.0
West Bengal,Jalpaiguri,2018,2407573,500151,17077,20.7,1001.0
West Bengal,Jalpaiguri,2019,2488766,375556,12515,21.8,1038.0
West Bengal,Jalpaiguri,2020,2585932,413727,7722,32.0,1046.0
West Bengal,Jalpaiguri,2021,2688201,638418,13128,38.9,912.0
West Bengal,Jalpaiguri,2022,2688764,255646,7604,39.3,1002.0
West Bengal,Jalpaiguri,2023,2719093,515606,16071,37.7,952.0
West Bengal,Jalpaiguri,2024,2776065,290683,10530,20.1,1019.0
Delhi,Delhi,2018,30358834,6019527,174184,49.6,1029.0
Delhi,Delhi,2019,30577677,2365496,38759,34.6,929.0
Delhi,Delhi,2020,31553880,5193014,178340,27.3,1034.0
Delhi,Delhi,2021,31786742,3532544,105426,22.7,1017.0
Delhi,Delhi,2022,32806270,2699080,64128,37.7,992.0
Delhi,Delhi,2023,33484693,4133739,129901,47.8,950.0
Delhi,Delhi,2024,33803469,4167492,169918,33.1,960.0
Jammu and Kashmir,Srinagar,2018,11170171,2641595,154565,47.1,957.0
Jammu and Kashmir,Srinagar,2019,11361528,1784318,62021,21.2,950.0
Jammu and Kashmir,Srinagar,2020,11553747,2516538,84825,49.8,946.0
Jammu and Kashmir,Srinagar,2021,11507682,1154897,25195,20.8,1048.0
Jammu and Kashmir,Srinagar,2022,11459516,1786839,18426,43.4,960.0
Jammu and Kashmir,Srinagar,2023,11684093,2773767,146253,33.5,938.0
Jammu and Kashmir,Srinagar,2024,12143889,1682401,51526,47.9,995.0
Jammu and Kashmir,Jammu,2018,11529154,1274061,37193,24.4,935.0
Jammu and Kashmir,Jammu,2019,11466431,1514713,53975,43.4,1010.0
Jammu and Kashmir,Jammu,2020,11639642,1819669,24527,34.1,912.0
Jammu and Kashmir,Jammu,2021,11677966,2122528,104980,39.7,1011.0
Jammu and Kashmir,Jammu,2022,11987620,667548,33456,40.5,936.0
Jammu and Kashmir,Jammu,2023,12130362,3005152,34419,31.3,1026.0
Jammu and Kashmir,Jammu,2024,12397469,961783,13204,24.4,984.0
Jammu and Kashmir,Anantnag (Kashmir South),2018,14138145,2024844,103813,35.8,926.0
Jammu and Kashmir,Anantnag (Kashmir South),2019,14019722,1653673,90180,18.6,910.0
Jammu and Kashmir,Anantnag (Kashmir South),2020,14209096,2625779,99625,38.9,995.0
Jammu and Kashmir,Anantnag (Kashmir South),2021,14521281,2238814,82446,41.4,1038.0
Jammu and Kashmir,Anantnag (Kashmir South),2022,14526812,2147706,45516,29.7,992.0
Jammu and Kashmir,Anantnag (Kashmir South),2023,14726484,2300545,105310,32.1,950.0
Jammu and Kashmir,Anantnag (Kashmir South),2024,15010943,1656178,63631,24.1,1000.0
Ladakh,Leh,2018,20851648,1805607,45287,38.4,1010.0
Ladakh,Leh,2019,20926739,2687659,103532,33.7,1023.0
Ladakh,Leh,2020,20974757,4012921,119505,24.9,996.0
Ladakh,Leh,2021,21797636,4674794,167438,19.1,954.0
Ladakh,Leh,2022,21717145,2690901,103966,29.2,985.0
Ladakh,Leh,2023,21579472,3999835,185378,20.0,908.0
Ladakh,Leh,2024,22261911,3866283,214019,31.1,918.0
Ladakh,Kargil,2018,21395765,2675725,148197,24.3,914.0
Ladakh,Kargil,2019,21720621,3271858,124844,29.2,998.0
Ladakh,Kargil,2020,21609289,1222691,43723,25.7,911.0
Ladakh,Kargil,2021,21917636,1187489,37500,30.8,1044.0
Ladakh,Kargil,2022,21975831,2614569,87576,35.9,916.0
Ladakh,Kargil,2023,22836240,4470775,153025,38.0,964.0
Ladakh,Kargil,2024,22978651,2397402,44380,34.0,1013.0
Puducherry,Puducherry,2018,14934587,3304292,85937,20.0,999.0
Puducherry,Puducherry,2019,15224455,3551857,63788,35.4,1040.0
Puducherry,Puducherry,2020,15388215,1620337,92998,24.3,1035.0
Puducherry,Puducherry,2021,15607969,3846409,128501,25.7,948.0
Puducherry,Puducherry,2022,15769935,854011,24279,40.6,934.0
Puducherry,Puducherry,2023,15627272,3284974,120765,37.3,961.0
Puducherry,Puducherry,2024,16065663,3158536,152724,38.5,1041.0
Puducherry,Karaikal,2018,17893633,4225113,85302,49.4,1042.0
Puducherry,Karaikal,2019,17779482,1309733,33361,26.2,980.0
Puducherry,Karaikal,2020,17797661,2949645,122109,24.1,998.0
Puducherry,Karaikal,2021,18095749,3703832,64916,24.8,985.0
Puducherry,Karaikal,2022,18337416,1868156,22127,40.9,923.0
Puducherry,Karaikal,2023,18300800,3523740,81321,37.1,1009.0
Puducherry,Karaikal,2024,18538649,2736823,86836,37.9,955.0
Chandigarh,Chandigarh,2018,34090402,3982928,124896,36.0,994.0
Chandigarh,Chandigarh,2019,34492968,5003282,129008,18.6,975.0
Chandigarh,Chandigarh,2020,34435172,6940736,85512,27.3,943.0
Chandigarh,Chandigarh,2021,35370527,3684611,94453,25.5,980.0
Chandigarh,Chandigarh,2022,35357907,2303793,131506,28.6,956.0
Chandigarh,Chandigarh,2023,35574802,7226923,319284,31.5,969.0
Chandigarh,Chandigarh,2024,35852939,2192397,59279,21.5,1014.0
Andaman and Nicobar Islands,South Andaman,2018,40812948,4951583,236276,49.6,938.0
Andaman and Nicobar Islands,South Andaman,2019,41745519,3585174,67080,30.2,978.0
Andaman and Nicobar Islands,South Andaman,2020,43325972,2924591,166683,43.6,1034.0
Andaman and Nicobar Islands,South Andaman,2021,43416192,8375447,461265,43.0,981.0
Andaman and Nicobar Islands,South Andaman,2022,43277109,9004288,499201,49.3,909.0
Andaman and Nicobar Islands,South Andaman,2023,43835936,3634940,163341,45.1,1046.0
Andaman and Nicobar Islands,South Andaman,2024,44089676,7939903,285119,20.9,995.0
Dadra and Nagar Haveli and Daman and Diu,Daman,2018,5826396,995722,52245,21.8,1038.0
Dadra and Nagar Haveli and Daman and Diu,Daman,2019,5930527,754177,22070,48.5,944.0
Dadra and Nagar Haveli and Daman and Diu,Daman,2020,5994096,774279,20662,29.8,1023.0
Dadra and Nagar Haveli and Daman and Diu,Daman,2021,5962905,633203,23694,24.0,945.0
Dadra and Nagar Haveli and Daman and Diu,Daman,2022,5912796,497412,21193,39.1,914.0
Dadra and Nagar Haveli and Daman and Diu,Daman,2023,5928935,1020332,47583,46.1,1020.0
Dadra and Nagar Haveli and Daman and Diu,Daman,2024,5986585,849758,44701,29.4,1008.0
Dadra and Nagar Haveli and Daman and Diu,Diu,2018,8751432,1136361,39221,27.4,966.0
Dadra and Nagar Haveli and Daman and Diu,Diu,2019,8792952,1346502,27671,20.2,1041.0
Dadra and Nagar Haveli and Daman and Diu,Diu,2020,8937354,1288359,68222,45.3,1020.0
Dadra and Nagar Haveli and Daman and Diu,Diu,2021,9110272,1010293,29541,33.0,963.0
Dadra and Nagar Haveli and Daman and Diu,Diu,2022,9048533,1400270,54028,25.6,1039.0
Dadra and Nagar Haveli and Daman and Diu,Diu,2023,9364549,1249262,73040,27.2,1019.0
Dadra and Nagar Haveli and Daman and Diu,Diu,2024,9426314,667284,25258,27.5,979.0
Lakshadweep,Kavaratti,2018,8517059,890804,31573,46.2,1031.0
Lakshadweep,Kavaratti,2019,8638544,1155378,25004,45.7,1016.0
Lakshadweep,Kavaratti,2020,8865347,1304173,42693,39.8,1038.0
Lakshadweep,Kavaratti,2021,9141249,751895,42247,44.7,1049.0
Lakshadweep,Kavaratti,2022,9331021,773663,42946,40.5,979.0
Lakshadweep,Kavaratti,2023,9394876,1162610,36746,28.3,1014.0
Lakshadweep,Kavaratti,2024,9460788,1287064,75806,46.2,974.0
